Temperature_C,Humidity_Percent,CO_ppm
-10.54,78.95,33.41
-1.35,40.01,15.14
-10.7,42.95,16.3
5.36,89.14,26.11
30.25,89.06,9.09
-11.33,63.09,41.2
-5.91,75.01,26.86
-0.29,83.54,0.11
19.32,33.37,9.83
38.61,16.18,39.9
30.25,23.11,12.23
-3.95,70.81,14.65
24.05,34.14,25.23
15.6,36.92,33.45
12.04,44.68,6.78
34.96,24.62,28.29
17.35,68.3,43.78
-7.45,71.8,34.29
-5.93,25.04,44.82
35.71,52.15,0.18
-10.59,28.07,33.86
-7.41,64.19,25.2
20.92,67.76,19.29
-2.66,43.27,44.31
30.44,75.06,30.83
7.88,47.32,31.74
11.53,20.11,0.6
-7.92,58.68,38.5
-13.45,90.44,34.05
26.76,81.52,38.43
-10.93,50.4,16.14
20.21,31.55,20.34
14.56,27.49,33.57
13.52,20.9,11.92
1.48,58.52,27.26
26.58,87.41,19.96
7.03,15.62,41.37
-6.68,82.24,18.17
-11.92,34.78,10.07
3.84,61.88,15.77
18.44,46.53,39.06
-2.88,40.76,39.58
25.82,56.73,38.08
-9.02,41.92,27.51
10.96,17.94,34.82
14.52,22.84,24.3
30.16,54.07,38.67
-8.51,16.55,25.23
-14.91,34.76,2.94
14.35,20.36,32.9
-6.71,66.17,29.1
16.44,23.71,43.27
-13.19,69.73,34.2
11.99,15.36,15.87
6.49,38.06,10.7
-6.41,65.96,2.86
10.73,19.88,12.22
11.24,65.22,11.16
-11.27,40.81,19.9
22.23,39.35,5.72
35.25,28.53,24.76
18.74,57.79,14.68
19.5,17.07,33.65
26.16,85.17,26.52
36.48,45.15,17.18
39.04,90.56,22.69
12.1,22.93,4.72
36.98,76.68,5.62
4.76,78.51,27.61
25.02,17.25,34.4
36.52,46.0,9.35
-14.11,22.5,19.45
35.63,64.16,27.25
33.68,47.46,36.93
-3.7,85.47,27.02
7.53,23.9,21.29
-8.24,83.71,25.67
26.1,57.95,2.34
27.76,26.39,38.16
33.45,16.18,23.71
9.28,33.26,10.13
19.65,36.6,35.88
31.4,41.18,27.14
-9.86,89.28,11.25
-8.45,39.71,22.5
29.98,91.42,0.63
9.31,41.87,13.81
29.16,77.95,16.67
-14.99,92.17,16.65
-8.67,92.62,9.84
5.26,65.63,2.73
6.87,53.08,37.51
30.86,79.45,2.53
13.04,83.45,20.4
35.49,46.47,0.29
8.36,52.31,9.6
-11.32,21.02,28.78
10.19,33.09,27.95
7.61,41.51,5.87
15.22,36.98,19.97
20.19,31.19,10.34
-11.76,25.02,15.78
18.96,20.22,30.95
-7.72,56.1,16.01
8.75,73.74,30.24
34.08,45.84,12.07
-7.64,25.01,42.2
-3.52,74.97,32.01
8.27,83.63,44.32
-11.68,75.23,2.41
0.75,73.18,31.66
-10.74,71.94,10.43
11.24,36.89,7.3
16.54,35.4,29.73
26.21,38.89,25.52
35.78,25.03,14.41
9.07,65.85,41.62
19.53,22.58,10.73
-11.7,76.93,43.06
11.14,64.63,27.4
32.85,37.63,28.3
17.58,18.84,11.85
5.63,26.95,24.36
-10.09,85.59,11.52
12.42,69.63,9.92
35.53,34.01,9.55
-10.94,16.28,31.14
14.2,73.42,11.9
8.45,34.28,15.01
26.77,59.06,3.4
-6.69,22.37,18.07
-5.58,43.33,5.27
24.38,47.29,43.73
22.4,51.96,21.25
13.47,86.08,43.36
-14.75,65.37,18.55
32.06,34.54,18.47
39.31,75.65,27.6
21.71,49.86,8.22
36.33,68.93,11.7
26.68,19.81,22.65
22.63,30.41,7.01
4.32,59.01,23.45
-10.62,66.74,9.2
-13.23,26.82,37.87
9.78,90.87,11.01
10.27,29.25,39.93
6.24,81.79,14.41
-13.35,39.07,9.76
-4.04,82.69,35.82
-7.49,40.84,26.46
-14.3,76.96,35.4
19.05,23.96,8.02
-9.56,27.59,25.32
-6.84,77.47,35.64
-9.55,55.83,18.23
27.06,26.04,11.36
33.59,41.5,25.55
-8.47,87.77,20.25
18.86,78.77,3.57
19.08,62.63,6.13
0.47,77.36,37.18
17.37,49.71,16.45
8.83,58.52,15.09
-9.08,15.66,2.86
37.7,28.49,12.53
22.32,71.82,2.31
37.47,85.97,30.16
-6.69,45.99,22.18
28.68,23.51,40.06
8.13,89.78,38.98
36.13,15.36,39.23
22.78,88.98,3.05
-6.91,33.67,2.42
-13.21,39.7,6.35
-8.09,62.92,29.14
24.2,78.87,12.56
-14.42,64.86,10.8
11.3,85.4,1.99
15.42,90.62,39.04
29.67,16.39,12.62
9.56,59.38,30.3
-14.7,20.06,33.47
-2.97,42.72,39.75
-12.38,75.02,42.37
38.95,57.77,31.46
20.11,24.81,4.46
-14.89,25.91,11.01
-12.88,53.37,27.18
-2.6,50.45,31.31
27.84,19.22,36.4
6.95,53.23,18.81
12.79,42.42,3.71
32.99,28.57,24.21
34.02,86.85,20.35
8.53,67.39,42.41
26.81,55.98,35.11
-2.12,57.26,26.95
-5.36,80.24,33.47
38.7,41.47,32.02
20.1,48.29,29.96
21.15,23.19,16.27
33.28,82.08,32.26
-13.51,70.88,13.22
0.72,26.81,38.35
24.55,68.69,14.23
10.0,64.04,10.33
36.86,70.26,9.23
9.78,50.9,31.71
-8.01,15.44,27.87
34.9,75.3,14.04
-14.72,19.81,8.87
26.73,51.14,24.4
-14.54,55.24,18.04
10.48,31.86,0.1
-3.69,61.12,19.16
37.34,70.3,25.88
6.82,79.9,0.72
-13.3,79.18,10.2
27.72,22.04,44.52
2.41,91.94,37.65
20.17,83.11,18.03
7.29,86.92,37.15
9.12,20.92,33.95
-0.49,83.24,15.42
28.36,63.4,29.09
10.5,76.62,42.4
-12.82,69.49,43.88
36.96,27.15,29.7
12.33,25.1,27.25
11.73,41.97,20.93
4.05,67.59,27.57
19.93,37.99,17.96
7.08,29.05,30.66
26.22,66.51,5.57
33.21,79.94,5.81
11.94,30.01,16.89
20.89,42.71,1.63
1.25,24.53,40.86
19.4,65.99,39.6
19.94,63.74,43.02
13.16,71.29,22.2
-6.21,89.47,30.69
24.89,35.65,44.64
2.58,52.99,40.42
6.35,65.46,40.19
31.83,76.67,29.14
22.46,25.97,18.3
-10.45,62.5,16.57
16.1,22.6,33.86
-10.22,78.96,11.62
20.5,91.91,33.79
6.71,92.4,5.43
29.71,48.53,28.3
27.91,27.77,33.86
39.98,15.16,43.11
1.45,56.05,12.87
-5.37,27.2,26.14
-4.81,67.76,30.24
17.94,43.23,18.31
3.4,28.22,20.55
34.88,15.56,16.68
-10.64,67.23,24.0
27.06,49.78,20.37
11.93,50.52,33.17
20.06,55.57,31.72
17.33,72.62,0.44
14.16,64.3,32.42
23.41,40.44,2.4
15.01,72.88,44.6
35.74,57.15,14.99
15.34,68.73,23.12
35.58,21.02,25.53
29.35,41.26,36.48
31.62,73.9,39.15
34.35,54.98,16.56
-3.86,44.66,31.46
3.84,74.68,4.45
34.47,68.8,5.03
-6.79,42.64,38.03
11.96,43.85,12.06
-9.24,17.12,4.5
-6.61,17.28,31.74
17.39,81.61,1.17
6.79,32.07,19.54
8.3,62.97,7.43
12.95,42.22,29.3
21.34,81.67,19.0
12.46,81.53,34.17
3.8,71.08,43.39
-4.4,16.39,25.01
10.55,33.05,0.11
5.66,34.78,9.54
29.85,79.01,26.9
-14.16,66.99,40.91
16.37,76.18,19.58
19.02,15.64,42.72
39.33,73.89,11.64
33.7,85.57,4.32
13.47,51.5,3.08
0.87,58.0,18.78
-14.44,70.66,25.98
-1.76,75.13,27.55
31.61,30.0,37.06
38.53,48.38,15.18
23.56,43.27,0.15
18.21,70.38,27.16
18.34,73.7,25.65
20.74,71.11,6.4
-14.9,81.9,25.33
5.35,84.93,20.59
3.11,87.46,31.24
38.79,39.75,44.25
-14.96,18.89,2.51
25.5,22.31,16.76
7.29,28.91,38.61
-11.44,62.05,14.23
4.85,54.99,13.02
-7.97,92.39,3.07
-12.95,43.3,36.16
22.59,89.88,12.72
-13.64,23.94,20.04
-14.34,61.55,6.73
8.43,44.94,3.27
-7.82,31.96,43.26
9.54,55.93,16.39
5.13,20.51,15.32
-9.37,41.8,12.62
20.18,43.9,7.15
20.73,63.27,12.76
20.46,74.5,10.41
32.55,21.16,0.23
-14.63,58.74,37.51
-13.47,34.35,16.5
13.77,88.37,41.68
10.63,15.44,25.91
39.48,72.5,15.68
4.66,58.0,30.03
6.4,86.26,29.5
30.96,30.82,9.52
19.27,57.4,0.44
-11.09,41.91,22.09
-11.83,19.17,7.81
14.07,59.93,37.52
6.82,23.3,33.64
25.45,76.89,25.7
19.54,61.48,44.2
-14.98,49.02,33.74
-14.07,86.11,39.19
31.18,32.48,41.66
-5.95,27.64,14.52
16.33,49.02,21.37
36.73,27.85,29.06
38.16,58.12,29.75
31.43,69.06,6.97
33.89,81.85,8.91
34.78,36.39,31.31
-10.79,66.69,8.85
32.15,29.01,41.68
7.87,92.42,41.78
-12.65,48.72,4.7
14.32,59.54,13.22
-8.58,16.88,22.46
-10.65,49.18,34.89
10.72,35.2,13.39
2.31,23.58,28.4
33.47,43.61,18.31
2.36,39.61,20.82
30.24,41.05,1.44
-14.73,55.09,27.88
37.21,46.09,30.43
-12.01,47.15,34.19
-0.54,33.3,22.84
-13.63,26.18,27.65
37.76,37.35,24.44
-12.16,49.09,10.0
4.2,66.77,29.65
21.51,64.85,27.12
2.71,35.18,43.67
-14.59,43.58,39.94
-1.77,36.1,2.21
24.31,62.84,6.65
5.81,79.69,24.7
30.12,88.96,16.85
25.64,78.66,22.22
17.23,67.83,30.82
-9.8,27.26,37.84
39.01,66.99,34.16
13.64,91.29,40.13
-0.69,75.43,31.84
18.12,75.89,26.23
23.87,57.29,24.8
10.71,88.85,13.33
20.3,92.73,15.17
-9.06,90.46,5.96
33.07,80.62,16.66
22.44,64.5,24.74
27.51,33.33,26.81
-8.74,30.38,10.09
13.56,80.57,1.05
23.09,39.6,33.28
13.73,69.38,0.01
-9.54,19.44,38.65
-11.66,86.98,40.72
18.88,88.77,15.43
28.83,80.28,10.4
39.81,59.39,4.38
16.25,69.1,7.98
-2.38,54.2,13.83
7.28,66.52,6.92
-9.13,47.15,27.54
7.76,89.73,22.89
31.21,41.05,28.33
6.46,48.64,31.35
-12.15,61.18,28.97
-5.87,21.71,14.19
21.83,73.54,12.81
23.02,28.62,44.46
-4.11,68.27,0.51
29.56,27.77,40.38
0.45,68.08,13.23
15.56,67.54,18.24
1.92,47.98,39.64
23.12,37.79,29.56
5.66,86.89,20.16
26.9,69.19,19.0
11.59,54.0,6.32
20.21,23.73,32.69
35.93,79.61,23.2
8.94,22.26,35.77
15.29,16.39,11.55
-4.6,77.8,32.65
23.14,19.28,6.71
-3.3,75.54,5.38
22.95,60.81,3.49
35.78,23.11,6.27
36.77,33.74,20.13
29.1,79.43,37.76
14.65,43.15,34.52
31.05,55.92,8.34
10.18,87.23,37.61
5.73,30.52,13.23
23.63,69.58,9.7
-3.6,63.41,2.67
-10.91,34.58,42.08
5.13,89.42,6.28
3.73,61.71,29.1
-8.37,84.4,6.48
32.0,37.19,44.21
21.75,67.16,24.84
-13.58,18.43,41.99
14.71,64.89,33.35
-6.54,66.28,25.55
13.12,62.14,28.25
27.42,55.85,19.54
7.72,33.44,20.57
17.83,65.65,14.18
15.05,66.33,10.14
16.77,72.49,11.53
11.3,76.0,43.2
-5.81,21.22,31.1
-1.71,49.2,17.98
34.17,35.3,16.27
25.6,90.07,3.12
39.06,75.27,41.13
-12.02,67.83,6.24
2.41,70.2,37.67
37.76,45.53,43.39
9.17,50.32,13.52
18.24,40.09,11.23
16.34,50.48,25.82
-7.26,70.64,13.78
25.21,77.64,17.52
-11.79,40.61,32.07
14.59,71.4,10.16
15.4,72.75,25.25
-3.9,58.51,4.49
26.27,70.85,16.62
34.29,50.78,37.93
38.85,28.3,18.76
-13.53,15.03,13.92
2.03,42.53,14.35
35.87,82.94,17.45
-12.22,88.06,35.75
-0.04,47.56,37.44
14.34,41.68,12.99
25.71,37.85,25.13
-2.46,18.71,33.6
1.52,61.09,34.79
-4.3,49.67,30.58
9.37,91.7,17.97
12.74,59.91,20.65
34.46,23.77,17.04
27.39,37.24,7.19
24.34,51.91,28.13
16.5,32.68,22.14
3.07,74.94,41.84
-11.15,43.22,12.59
-0.77,40.16,42.43
-4.29,64.44,10.44
-2.47,75.64,31.48
-2.53,18.54,7.55
8.68,28.16,11.67
5.94,91.6,9.51
3.54,50.53,27.51
33.47,69.93,23.83
-3.85,27.29,23.97
-6.0,39.6,36.78
-10.82,80.31,35.02
35.87,53.76,31.79
-4.31,33.09,39.79
16.47,42.6,19.82
5.55,42.44,40.43
15.54,91.83,2.11
20.34,92.32,34.36
31.2,31.97,41.02
12.9,48.98,8.38
3.0,36.07,41.91
-5.04,30.96,39.04
18.37,35.25,10.03
-7.74,23.15,41.89
32.07,51.51,3.6
-13.47,63.56,6.87
31.49,26.13,40.81
-2.94,69.11,5.84
11.83,25.96,40.64
25.18,55.8,14.82
28.13,72.73,31.77
7.1,52.14,7.58
12.47,57.61,43.96
-13.37,64.5,20.93
3.92,60.23,37.56
-0.61,33.79,29.08
6.45,50.7,19.16
1.55,56.84,26.75
-6.21,79.32,37.04
36.8,91.16,12.62
8.61,83.95,16.72
20.08,37.74,2.25
35.97,71.37,26.58
16.49,22.24,34.18
-8.02,65.99,37.57
28.37,84.3,41.95
27.61,25.15,19.49
7.25,72.67,6.86
14.67,30.41,5.89
8.37,28.36,37.14
-2.67,69.22,10.46
26.96,56.65,21.07
25.94,32.09,6.14
20.59,87.45,2.27
10.06,49.87,17.9
10.56,20.41,1.72
1.41,23.12,6.0
-0.39,18.58,20.98
31.69,25.03,32.52
32.27,25.61,13.94
-14.16,16.35,28.55
24.58,51.21,6.62
3.15,28.24,42.99
35.56,92.93,14.41
-1.68,26.7,32.31
3.45,54.5,34.35
26.1,66.42,19.92
-10.92,70.27,24.93
23.94,42.7,22.6
22.11,58.35,12.88
1.72,58.71,31.93
24.2,85.32,28.38
34.66,23.86,16.01
29.22,56.27,34.01
13.48,39.58,8.51
-7.72,44.86,26.97
34.08,29.71,5.71
11.93,57.74,42.83
7.43,80.39,31.81
15.13,22.47,42.59
-3.25,25.44,37.96
3.49,81.14,41.7
25.45,53.21,23.28
15.99,53.49,40.35
26.93,90.25,30.29
26.91,39.36,18.83
26.45,33.53,1.47
-7.07,64.8,26.74
20.76,77.04,24.89
11.41,35.83,15.13
-11.58,70.88,28.88
30.93,91.79,34.04
-2.92,25.14,5.92
-14.29,22.49,4.61
20.39,37.08,3.41
-5.53,91.13,44.53
-11.61,17.84,14.35
36.36,66.12,38.79
-6.83,68.89,34.63
13.6,20.18,24.96
5.2,71.95,23.18
-12.54,39.8,25.35
2.29,90.06,2.96
4.28,82.68,1.98
12.14,88.74,31.01
23.87,83.14,11.67
40.0,51.85,43.1
13.52,41.05,2.69
36.85,58.76,1.21
14.01,82.98,44.57
17.65,72.7,27.28
-7.35,21.02,1.9
16.4,42.44,29.78
-0.67,30.72,1.75
0.07,38.08,24.4
8.86,75.09,13.08
20.96,63.27,21.46
18.95,43.26,29.69
1.85,63.23,30.84
-13.42,82.75,3.58
-1.58,35.91,11.15
9.91,51.65,1.93
35.02,60.33,9.99
18.57,29.52,31.89
33.26,41.8,14.6
17.67,76.67,22.58
9.37,88.03,36.93
3.07,64.4,8.04
38.36,32.07,3.22
11.3,84.17,8.65
4.76,60.62,23.33
34.93,68.48,28.67
29.65,31.2,12.93
17.38,16.67,1.97
16.13,43.43,38.74
12.35,28.63,36.32
-9.7,50.69,24.81
22.81,62.61,3.53
5.65,38.51,18.95
-14.06,31.54,44.16
24.93,24.56,9.72
-7.89,67.54,22.71
28.89,47.46,17.88
-0.72,65.9,37.46
17.25,92.89,15.87
16.34,42.32,28.04
-5.27,60.06,39.01
9.15,67.73,18.68
30.05,45.77,44.59
38.46,54.48,23.6
-14.0,66.56,42.41
-6.93,28.67,13.71
18.96,45.17,29.15
-14.86,79.7,25.88
26.69,26.64,15.19
17.07,34.09,24.72
22.01,34.21,41.41
19.33,54.69,9.31
17.95,82.45,33.89
-9.37,50.72,12.82
-2.06,45.9,12.04
10.52,83.1,5.12
3.39,77.92,12.28
28.07,51.49,2.67
22.14,86.61,7.59
2.13,61.87,27.26
37.31,46.55,42.46
20.43,73.72,0.05
31.56,81.89,9.79
34.75,89.44,34.96
-4.13,54.63,33.85
6.88,32.94,43.8
-11.65,24.31,33.12
-6.87,62.16,10.11
17.31,91.67,26.82
13.44,60.79,43.05
9.06,59.45,14.82
24.43,83.67,6.11
-0.38,55.98,13.97
7.79,20.79,25.85
36.6,59.15,15.95
16.19,35.15,41.39
22.48,82.51,21.8
26.0,35.14,25.36
9.57,46.69,15.15
8.69,88.61,8.28
10.86,83.83,28.44
32.41,70.35,31.0
5.0,66.72,29.9
33.69,77.36,18.74
-12.75,82.45,10.79
-1.09,63.44,37.31
34.36,89.19,26.77
36.3,48.7,24.48
-3.58,88.56,4.15
-3.06,35.4,19.0
26.48,33.25,0.75
4.88,55.09,20.51
-3.69,22.04,8.27
-2.5,46.65,28.58
1.73,92.38,34.18
30.81,47.39,32.21
10.1,48.45,5.01
-8.01,81.07,33.95
5.43,72.22,17.84
2.77,25.93,19.71
-10.81,35.04,29.4
30.28,88.59,29.25
25.22,51.27,42.22
8.96,65.2,34.19
23.58,34.95,37.78
3.63,89.87,21.84
36.47,65.67,9.45
12.54,19.28,7.71
-8.88,28.45,31.94
11.14,56.69,7.5
4.81,85.77,15.02
-13.12,58.97,4.89
4.23,71.78,2.61
38.7,43.57,5.1
-0.72,57.47,9.36
24.82,70.07,2.99
-6.52,64.65,29.62
-5.69,58.86,30.43
1.31,32.5,27.21
-14.2,52.15,29.26
11.6,79.57,13.01
38.34,48.51,35.15
0.48,50.34,33.71
21.84,53.49,33.69
31.44,23.87,12.15
36.67,48.46,43.61
-13.61,90.67,3.07
31.48,49.5,4.84
-10.52,61.31,5.63
2.24,69.63,44.95
25.85,19.66,19.32
5.25,67.97,27.04
-11.89,30.41,28.67
25.88,23.37,19.07
15.62,38.54,34.44
10.59,73.61,35.72
7.75,29.75,6.18
19.55,16.6,13.36
35.44,59.52,30.78
8.13,44.95,35.42
6.32,55.14,24.01
4.87,59.5,30.72
-4.04,61.81,42.16
30.8,24.18,44.17
-2.34,32.22,27.09
15.49,91.17,43.74
27.97,56.52,33.87
-13.58,44.63,37.69
12.69,37.28,18.44
7.12,50.78,2.28
-11.0,22.88,40.68
30.03,41.63,15.98
7.16,52.17,11.4
5.5,27.96,35.32
22.04,33.27,36.07
9.39,80.33,26.69
5.46,41.38,7.73
15.93,75.61,42.28
4.87,51.52,35.93
26.45,39.46,4.66
26.71,85.27,38.61
26.53,74.15,37.83
28.47,18.17,9.39
14.89,68.38,11.54
30.1,24.26,11.06
-0.23,81.83,10.94
35.29,84.55,0.04
7.11,57.09,32.19
14.16,92.67,44.91
-5.86,56.39,19.81
-13.07,62.99,35.39
-9.95,67.37,16.17
-14.88,87.61,2.43
27.38,37.36,20.25
26.78,28.8,6.1
7.92,82.0,25.52
18.47,65.72,12.9
-6.75,83.22,15.3
31.45,61.09,38.09
19.16,70.8,44.6
4.38,84.5,17.54
32.1,20.75,7.83
24.08,29.32,31.98
8.01,21.53,17.21
4.97,51.58,10.29
-3.92,80.24,40.37
-5.39,75.67,29.09
9.83,20.68,2.98
5.35,72.71,20.62
-11.62,39.31,10.3
2.06,70.5,34.95
-7.64,85.87,40.65
29.11,79.08,14.56
11.3,70.06,44.19
-4.87,39.0,39.84
-6.12,68.75,33.61
30.02,47.13,14.16
15.62,81.84,36.97
12.66,84.43,40.21
9.64,71.42,18.51
25.95,88.61,32.41
15.27,62.68,0.96
-8.44,72.3,11.57
-11.18,65.96,23.12
-0.27,54.38,25.12
38.53,80.27,9.7
-10.51,44.36,19.42
14.59,75.3,16.27
35.65,58.33,9.38
-10.77,31.74,33.49
-4.54,89.1,37.26
19.15,73.28,7.69
-14.24,80.0,36.25
35.94,65.64,36.52
-9.1,49.92,5.22
-11.68,50.83,10.4
-4.43,66.57,1.36
18.57,62.65,10.54
36.76,17.96,27.87
11.35,75.2,8.66
14.44,67.27,4.12
9.37,43.84,25.12
14.5,82.44,2.13
-0.19,24.87,37.64
23.22,73.17,17.68
24.05,31.67,43.38
13.65,63.79,36.65
32.27,65.58,9.08
21.34,82.14,20.36
12.14,81.76,37.11
31.32,67.01,41.05
17.14,70.66,21.03
-10.82,64.84,33.67
29.14,44.03,21.18
31.51,16.16,23.49
-12.36,65.58,23.21
27.37,54.88,17.42
38.95,43.45,25.1
28.49,28.28,17.04
6.88,36.84,30.03
24.48,28.38,13.76
1.07,43.6,21.94
21.18,68.19,44.53
13.46,24.02,30.12
21.42,39.97,42.16
7.76,37.09,21.83
-6.52,22.78,37.23
8.16,56.19,14.77
11.26,57.12,43.42
22.28,25.75,16.55
0.65,73.97,18.6
20.51,55.07,32.53
-2.14,31.02,38.35
27.07,89.4,5.87
24.72,75.86,31.23
-8.52,42.53,20.9
17.6,70.9,12.93
-10.16,67.51,43.22
38.3,36.29,4.16
3.66,30.09,40.82
-13.89,40.64,28.52
12.7,70.56,10.51
-8.3,24.12,2.6
20.8,39.3,27.39
25.21,87.95,13.14
32.26,92.8,7.04
33.88,42.35,1.45
2.02,63.72,32.74
4.68,51.43,18.86
38.6,34.53,27.7
8.87,79.2,19.17
7.26,45.08,44.86
35.89,23.47,18.14
-4.7,67.61,13.49
11.07,28.39,43.17
11.7,70.37,29.15
25.84,33.22,26.15
8.95,17.11,44.22
32.48,65.73,33.33
21.86,82.15,35.27
36.2,47.7,9.77
-0.59,84.51,26.72
29.68,43.87,43.46
-8.58,42.5,40.5
29.11,92.7,27.5
31.68,15.18,28.23
7.36,68.56,22.86
23.5,73.31,14.73
38.28,89.87,41.33
-4.83,69.93,20.07
19.0,29.86,29.88
-12.39,65.16,11.14
3.62,31.47,12.71
-7.23,20.41,26.67
14.52,87.76,11.49
18.18,54.13,34.35
39.42,20.55,18.21
38.17,53.92,7.28
33.55,85.64,0.22
16.21,84.19,7.71
33.73,89.09,26.05
4.52,86.93,33.76
-3.95,15.52,17.41
13.93,32.9,10.55
14.22,23.17,26.79
35.05,86.2,20.19
-14.68,39.78,19.52
32.06,19.44,4.06
18.45,84.4,40.48
36.68,39.99,21.62
25.99,56.04,44.27
5.14,90.63,22.14
19.91,92.34,41.16
5.33,29.06,30.88
35.69,42.01,27.41
-13.92,43.48,35.67
15.51,37.02,0.48
12.9,60.2,28.97
-4.54,61.56,16.78
8.55,52.92,20.06
1.33,54.35,14.38
21.87,38.01,29.12
26.42,30.99,23.05
27.43,51.12,4.45
6.69,40.54,20.48
-4.47,30.95,42.6
1.17,16.99,14.67
14.41,59.08,6.8
18.84,44.35,34.89
28.72,43.82,0.75
24.59,71.34,39.04
-5.41,84.77,4.4
25.92,46.41,1.89
-8.67,26.78,17.32
35.48,66.99,13.48
22.94,31.42,6.65
-8.84,80.58,7.45
31.01,72.41,43.85
22.31,20.82,28.88
24.15,27.78,18.47
11.81,91.66,5.84
18.26,88.15,12.67
8.55,56.05,28.54
16.21,53.54,10.48
28.44,44.47,18.76
-4.01,35.63,25.7
33.17,51.37,24.44
1.83,71.47,1.4
-6.88,91.12,18.56
19.9,57.43,40.94
13.84,45.98,13.55
1.03,69.1,1.23
19.55,28.99,44.97
24.29,44.77,43.21
-0.01,70.15,33.44
-8.58,79.54,13.31
13.07,79.04,11.25
0.56,68.52,11.67
2.89,74.45,32.46
12.17,41.32,41.02
25.22,60.4,22.37
-14.18,19.01,24.34
11.3,81.89,3.86
-8.21,61.65,6.62
31.93,42.01,43.02
-0.71,30.68,8.56
7.22,90.39,32.28
-12.39,53.11,21.39
-6.8,58.13,43.28
-14.9,38.49,18.51
4.8,38.85,19.65
29.59,52.63,18.7
16.67,80.0,22.2
31.19,91.79,14.52
-5.35,64.06,15.86
22.25,88.08,25.31
26.02,34.46,8.68
3.92,38.06,8.22
-8.71,86.77,43.72
25.82,52.56,15.34
13.68,35.15,8.29
10.84,43.4,44.31
31.04,70.7,24.45
12.11,48.85,1.0
1.22,53.01,32.3
26.16,33.74,21.86
-0.16,17.23,40.35
0.2,54.88,44.91
-3.52,84.27,41.53
-9.31,85.77,1.42
29.09,76.03,18.31
23.54,49.45,5.32
6.08,90.92,10.98
24.87,89.6,37.92
37.87,29.73,31.04
10.64,29.0,4.37
11.86,49.7,42.25
14.1,90.28,13.94
-0.34,92.25,0.19
-1.36,19.59,33.26
11.86,89.56,19.51
12.54,57.81,5.79
0.91,65.62,41.77
17.03,46.9,36.24
27.39,33.87,5.91
22.93,18.83,28.87
-6.91,21.55,35.87
20.33,35.78,33.51
-14.81,75.44,36.14
6.6,60.14,11.48
10.36,68.55,20.73
28.76,39.09,10.9
33.41,71.39,38.97
24.5,15.66,15.76
27.64,87.9,25.06
36.24,36.95,44.61
11.65,51.15,29.32
0.38,80.11,10.72
5.36,28.65,41.24
8.57,81.2,1.61
2.39,44.47,38.19
1.7,71.97,35.26
39.05,70.81,26.03
39.58,37.87,5.99
20.36,58.17,24.11
29.54,43.63,22.28
24.66,79.21,9.61
22.52,86.7,6.13
-6.94,45.56,31.09
-7.48,16.29,9.37
33.72,43.85,18.93
-14.22,83.97,15.12
22.39,82.19,29.53
29.26,77.99,9.62
24.49,23.75,12.4
-7.06,70.2,0.74
20.23,50.02,5.84
-8.21,28.85,44.9
10.42,63.44,17.79
21.02,88.07,31.85
5.45,71.09,1.19
13.45,54.42,25.29
37.08,49.36,35.1
2.07,76.61,16.1
-5.37,50.39,14.34
34.92,86.79,28.76
11.58,84.03,37.1
12.3,17.78,22.95
37.45,89.76,22.92
-0.27,78.18,23.34
28.81,88.2,40.53
15.81,16.56,32.63
22.95,21.39,20.81
10.89,73.66,13.04
6.11,75.88,14.57
-7.08,26.67,17.83
39.31,50.07,27.05
25.0,37.7,17.46
10.03,79.95,26.45
12.11,30.5,22.38
-14.99,40.42,31.74
-13.37,55.97,4.16
29.42,25.24,39.48
-12.46,90.3,25.59
27.44,53.59,24.25
24.24,31.37,10.26
22.36,92.21,36.13
14.95,72.23,43.49
4.1,21.26,37.68
38.49,46.03,1.49
35.09,26.36,30.24
11.09,34.96,43.73
-5.35,77.19,23.17
-2.1,69.46,10.23
-14.23,89.5,12.84
32.98,47.12,16.13
4.99,92.03,2.96
11.72,56.64,22.43
13.95,53.93,4.71
28.62,17.82,26.99
18.83,35.33,16.95
-11.19,76.56,23.88
5.74,16.3,30.16
10.09,33.0,31.46
24.5,74.35,6.91
28.12,87.63,34.47
-14.72,21.2,37.49
17.93,76.07,28.95
-13.36,31.81,16.37
30.95,20.43,6.58
-1.8,80.37,20.73
3.32,71.47,39.55
-2.19,16.27,8.74
32.73,60.36,23.91
1.54,85.84,38.07
25.82,87.01,44.79
18.71,67.23,2.03
32.45,42.12,27.53
-4.12,26.62,15.1
13.45,18.18,31.67
30.85,83.23,19.86
18.58,61.88,7.85
-14.33,56.71,6.8
-1.05,92.8,22.84
22.64,55.81,35.09
18.64,90.29,32.04
34.31,73.29,34.97
35.9,40.15,41.63
29.02,87.69,8.85
-4.9,65.03,36.62
5.46,69.88,42.99
38.06,39.16,21.77
11.61,51.47,2.74
3.37,81.09,25.4
37.91,53.39,17.71
23.47,66.37,44.87
23.3,57.03,43.05
7.68,37.92,14.13
-9.86,41.02,33.72
39.09,47.34,14.75
-10.34,48.05,26.04
21.63,57.44,23.15
-12.19,48.79,40.48
-14.21,22.84,38.46
-14.45,81.01,9.22
36.83,64.79,34.9
10.42,88.7,18.47
18.11,80.92,4.93
-7.23,28.08,3.11
11.83,23.11,11.09
13.53,62.67,3.7
-6.6,18.87,27.9
10.19,85.93,30.03
33.76,65.7,4.32
16.64,85.67,11.77
